id,name,code,institutionCode,campusCode,libraryCode,discoveryDisplayName,isActive,primaryServicePointCode,servicePointCodes,description,details.stackmapBaseUrl,details.pageAeonSite,details.pageMediationGroupKey,details.pageServicePointCodes,details.discoveryDisplayUrl,details.scanServicePointCode,details.availabilityClass,details.searchworksTreatTemporaryLocationAsPermanentLocation,details.searchworksGovDocsClassification,details.scanMaterialTypeNames,details.scanPseudopatronBarcode,details.holdingsTypeName,details.pagingSchedule
2e9c0fe9-73f4-4555-bbe8-6c0d97e558ec,Rumsey Inprocess,RUM-INPROCESS,SU,SUL,RUMSEY-MAP,In process,true,RUMSEY-MAP,RUMSEY-MAP,,,RUMSEY,,,,,,,,,,,
2f75fa4d-26b6-4beb-b034-50cf4443b628,Green Shadow,GRE-SHADOW,SU,SUL,GREEN,Ask at circulation desk,true,GREEN-LOAN,GREEN-LOAN,,,,,,,,,,,,,,
2faabe02-758e-4b87-a470-dca43027458e,SAL PUB 70,SAL-PUB70,SU,SUL,SAL,Stacks,true,SAL,SAL,,,,,,,,Offsite,,,,,,
31b65d3e-de73-4182-baa0-be22fc302db3,Rumsey W7 Stacks Small,RUM-W7-STK-SM,SU,SUL,RUMSEY-MAP,Map Center (W7 small stacks),true,RUMSEY-MAP,RUMSEY-MAP,,,RUMSEY,,,,,,,,,,,
31b68968-90b7-4205-83bc-1a6d2350e0e7,HILA Shelved Elsewhere,HILA-SEE-OTHER,SU,HOOVER,HILA,See linked record,true,HILA,HILA,,,,,,,,,,,,,,
32bebe0c-a235-4689-8f8a-6cc0472e74b1,Spec Inprocess,SPEC-INPROCESS,SU,SUL,SPEC-COLL,In process,true,SPEC,SPEC,,,,,,,,In_process,,,,,,
33e93b8a-7917-4973-865c-7579289f3d04,Lane Spec: LC Oversize - Folio,LANE-SFOL,SU,MED,LANE,Medical History Center: By appointment only.,true,LANE-DESK,LANE-DESK,,,,,,https://lane.stanford.edu/med-history/contact.html,,,,,,,,
34aff776-2bcb-4c5d-8151-bd18f55e1f8c,Education Curriculum,EDU-CURRICULUM,SU,SUL,EDUCATION,Curriculum at Green,true,EDUCATION,EDUCATION,,,,,,,,,,,,,,
3516da02-847d-41a0-a69d-2a3ca8101d7f,Media Shelved Elsewhere,MEDIA-SEE-OTHER,SU,SUL,MEDIA-CENTER,See linked record to request items bound together,true,MEDIA-CENTER,MEDIA-CENTER,,,,,,,,,,,,,,
3529d772-1715-4a12-8314-200f34b8cc30,Rumsey Center Stacks Medium,RUM-C-STK-MD,SU,SUL,RUMSEY-MAP,Map Center (medium stacks),true,RUMSEY-MAP,RUMSEY-MAP,,,RUMSEY,,,,,,,,,,,
3545bef8-1497-455c-9ea0-88ea6e4b9d77,Marine Bio Atlases,MAR-ATLASES,SU,SUL,MARINE-BIO,Atlas section,true,MARINE-BIO,MARINE-BIO,,,,,,,,,,,,,,
360c3f1e-70c4-4f5d-b629-3baf8be86387,Eng Terman Collection,ENG-TERM-COLL,SU,SUL,ENG,Terman Collection: Ask at circulation desk,true,ENG,ENG,,,,,,,,,,,,,,
365fe2b7-ba9e-4d68-98e8-5ba7ba5916b2,SAL EAL Stacks Korean,SAL-EAL-STKS-K,SU,SUL,SAL,Korean Collection,true,SAL,SAL,,,,,,,GREEN,Offsite,,,,,,
3798763e-27bc-4a1e-a05a-5fb49bc9dcec,Eng Maker Bar,ENG-MAKERBAR,SU,SUL,ENG,Maker Bar,true,ENG,ENG,,,,,,,,,,,,,,
37ba49c7-7122-4738-a120-58cf6df77f91,SUL TS CC Book Jacket,SUL-TS-CC-BOOKJACKET,SU,SUL,SUL,In process,true,SULCC,SULCC,,,,,,,,In_process,,,,,,
37eda0ee-cbfc-4016-b74f-d6682b811340,Eng PAGE-EN,ENG-PAGE-EN,SU,SUL,ENG,Ask at circulation desk,true,ENG,ENG,,,,,,,,,,,,,,
3877c7e2-a658-4431-9d22-9206278b3664,Green SSRC New Documents,GRE-SSRC-NEWDOC,SU,SUL,GREEN,Jonsson Social Sciences Reading Room: New documents,true,GREEN-LOAN,GREEN-LOAN,,https://stanford.stackmap.com/json/,,,,,,,,Federal,,,,
38911fcd-5de5-4d4d-b9d3-aeb581040d47,Lane Equipment,LANE-EQUIP,SU,MED,LANE,Equipment. Shelved at Information Desk,true,LANE-DESK,LANE-DESK,,,,,,,,,,,,,,
398e87b0-35fb-4f80-bb79-b5f70a9a1bc6,SAL3 PAGE-MP,SAL3-PAGE-MP,SU,SUL,SAL3,Request for pickup at Branner Library,true,SAL3,SAL3,,,,PAGE-MP,EARTH-SCI,,,Offsite,,,,,,
3ac813ce-d83d-4acb-a626-bfce748a5f93,Business SAL3 Stacks,BUS-SAL3-STACKS,SU,GSB,BUSINESS,Offsite stacks,true,SAL3,SAL3,,,,,,,SAL3,Offsite,,,,,,SAL3
3b340806-62b3-4c65-b056-699829a55eac,Spec Sal Gunst,SPEC-SAL-GUNST,SU,SUL,SPEC-COLL,Gunst Collection,true,SPEC,SPEC,,,,,,,,,,,,,,
3b562a08-66ee-4839-86b6-e9b08d07f375,Art PAGE-AR,ART-PAGE-AR,SU,SUL,ART,Ask at circulation desk,true,ART,ART,,,,,,,,,,,,,,
3bba3b30-22be-4bf9-8b7a-96caf31b7c80,Law New Books,LAW-NEWBOOK,SU,LAW,LAW,New books shelf,true,LAW,LAW,,,,,,,,,,,,,,
3c4db814-f0e7-4119-a14c-5909953608a6,Music Tech Shadowed,MUS-SHADOW,SU,SUL,MUSIC,Ask at circulation desk,true,MUSIC,MUSIC,,,,,,,,,,,,,,
3cbd5559-5ca9-473e-8d7d-98a67bff29f5,SAL3 PAGE-SP,SAL3-PAGE-SP,SU,SUL,SAL3,For use in Special Collections Reading Room,true,SAL3,SAL3,,,,,SPEC,,,Offsite,,,,,,
3d8166aa-9f44-4187-8d79-a257929729bf,East Asia Shelved Elsewhere,EAL-SEE-OTHER,SU,SUL,EAST-ASIA,See linked record to request items bound together,true,EAST-ASIA,EAST-ASIA,,,,,,,,,,,,,,
3dadb04e-931c-4ebe-85b0-dcb00c30ebcb,HILA SDR,HILA-SDR,SU,HOOVER,HILA,Stanford Digital Repository,true,HILA,HILA,,,,,,,,,,,,,,
3e600d91-6256-4e93-a3aa-a21792e95baf,Media Tech Processor,MEDIA-TECH-PROCESSOR,SU,SUL,MEDIA-CENTER,In process,true,MEDIA-CENTER,MEDIA-CENTER,,,,,,,,In_process,,,,,,
3e7d97cd-201e-4e24-bdcc-5be6b238ecad,Lane Spec: Map Case,LANE-MAP,SU,MED,LANE,Medical History Center: By appointment only.,true,LANE-DESK,LANE-DESK,,,,,,https://lane.stanford.edu/med-history/contact.html,,,,,,,,
3eceb57f-5aa8-4f6c-a4c8-b7b948ab7697,Music Restricted Stacks,MUS-R-STACKS,SU,SUL,MUSIC,Stacks (Limited loan),true,MUSIC,MUSIC,,,,,,,,,,,,,,
3f7074c6-c5b1-4c07-bd33-d92f4a748f70,Eng Permanent Reserve,ENG-PERMRES,SU,SUL,ENG,Permanent reserve: Ask at circulation desk,true,ENG,ENG,,,,,,,,,,,,,,
4080a633-45dd-42e6-b394-c2afc1e4bfa5,Earth Sci Bib Index,EAR-BIB-INDEX,SU,SUL,EARTH-SCI,Bibliographies & Indexes,true,EARTH-SCI,EARTH-SCI,,,,,,,,,,,,,,
40ac5cad-f2ec-4926-a7da-a4affc7b3b2c,Eng Games,ENG-GAMES,SU,SUL,ENG,Games section,true,ENG,ENG,,,,,,,,,,,,,,
40b22c5a-4f43-4869-800e-a48f32307f59,Earth Sci Microtext,EAR-MICROTEXT,SU,SUL,EARTH-SCI,Microtext,true,EARTH-SCI,EARTH-SCI,,,,,,,,,,,,,,
40fe251f-95a9-42d4-97c8-09ea0fd08006,Business Trader's Pit,BUS-TP,SU,GSB,BUSINESS,Traders Pit,true,BUS-IDESK,BUS-IDESK,,,,,,,,,,,,,,
41789c86-8484-40fe-a0dd-22382bec0545,Rumsey W7 Objects,RUM-W7-OBJECTS,SU,SUL,RUMSEY-MAP,Map Center (W7 objects),true,RUMSEY-MAP,RUMSEY-MAP,,,RUMSEY,,,,,,,,,,,
41ccf603-0286-41eb-9e1a-778b567c8502,Rumsey Center Case Medium,RUM-C-CASE-MD,SU,SUL,RUMSEY-MAP,Map Center (medium case),true,RUMSEY-MAP,RUMSEY-MAP,,,RUMSEY,,,,,,,,,,,
42ace85f-12c4-4c6f-9360-7e58d15f7a91,Education Reserves,EDU-CRES,SU,SUL,EDUCATION,On reserve: Ask at Education circulation desk,true,EDUCATION,EDUCATION,,,,,,,,,true,,,,,
435abe6e-ef96-429e-86b2-183705fe4172,Green Docs Microfiche,GRE-DOCS-MICROFICHE,SU,SUL,GREEN,Bing Wing lower level: Microform cabinets,true,GREEN-LOAN,GREEN-LOAN,,https://stanford.stackmap.com/json/,,,,,,,,Federal,,,,
43a64b5c-bf3c-4364-9546-73e8fdae84f7,Business Permanent Reserve,BUS-PERMRES,SU,GSB,BUSINESS,Permanent reserve: Ask at i-Desk,true,BUS-IDESK,BUS-IDESK,,,,,,,,,,,,,,
43c011f3-adeb-4c49-b357-06772aff11de,Business Electronic,BUS-ELECTRONIC,SU,GSB,BUSINESS,Online resource,true,BUS-IDESK,BUS-IDESK,,,,,,,,,,,,,,
4421f6a3-861b-48ad-b6a8-81c799855f3c,Earth Sci Media,EAR-MEDIA,SU,SUL,EARTH-SCI,Media,true,EARTH-SCI,EARTH-SCI,,,,,,,,,,,,,,
4492a47c-6975-48de-aa50-0e7f15a1da62,ARS Reference,ARS-REF,SU,SUL,ARS,Reference,true,ARS,ARS,,,,,ARS,,,,,,,,,
4573e824-9273-4f13-972f-cff7bf504217,Green Stacks,GRE-STACKS,SU,SUL,GREEN,Stacks,true,GREEN-LOAN,GREEN-LOAN,,https://stanford.stackmap.com/json/,,,,,,,,,,,,
45b7d847-cb97-48e4-86f4-4c013215eb65,Rumsey W7 Map XL,RUM-W7-MAP-XL,SU,SUL,RUMSEY-MAP,Map Center (W7 x-large maps),true,RUMSEY-MAP,RUMSEY-MAP,,,RUMSEY,,,,,,,,,,,
45daa686-823a-4ad5-b187-d7878bebf00d,SAL3 PAGE-MA,SAL3-PAGE-MA,SU,SUL,SAL3,For use in Miller Library or Green Library,true,SAL3,SAL3,,,,,"MARINE-BIO,GREEN",,,Offsite,,,,,,
45fd8542-b00f-4d56-ae46-6a3e210896d7,Business Stacks,BUS-STACKS,SU,GSB,BUSINESS,Stacks,true,BUS-IDESK,BUS-IDESK,,,,,,,,,,,,,,
46521278-9bfa-4596-8c42-cacad3e94a5d,Music Withdrawn Digital Substitute,MUS-WD-DIGITAL-SUB,SU,SUL,MUSIC,Digital substitute,true,MUSIC,MUSIC,,,,,,,,,,,,,,
46eb9191-1f6f-44ba-a67c-610f868dd429,Lane Books: LC Class,LANE-LAN,SU,MED,LANE,Books: General Collection (Downstairs),true,LANE-DESK,LANE-DESK,,,,,,,,,,,,,,
46ff188b-6153-4447-8562-59e4af45137c,Green HAS Folios,GRE-HAS-FOLIO,SU,SUL,GREEN,Lane Reading Room: Oversize books,true,GREEN-LOAN,GREEN-LOAN,,https://stanford.stackmap.com/json/,,,,,,,,,,,,
471e53ef-0d50-48c4-938b-7f63d1251157,Science migration error,SCI-MIGRATE-ERR,SU,SUL,SCIENCE,Error during migration,true,SCIENCE,SCIENCE,,,,,,,,,,,,,,
47fe7952-9708-465a-9179-66192c15b8b6,Green SSRC Data Files,GRE-SSRC-DATA,SU,SUL,GREEN,Velma Denning Room (Social Science Data and Software),true,GREEN-LOAN,GREEN-LOAN,,https://stanford.stackmap.com/json/,,,,,,,,,,,,
4897efd8-759f-43eb-b282-ab9f97fefcb8,Law Stacks 2nd floor,LAW-STACKS2,SU,LAW,LAW,2nd floor stacks,true,LAW,LAW,,,,,,,,,,,,,,
489980d7-2618-4dc8-8b30-206b8a9f67e0,Spec Barchas,SPEC-BARCHAS,SU,SUL,SPEC-COLL,Barchas Collection,true,SPEC,SPEC,,,SPECUA,,,,,,,,,,,
48ff56c7-cce7-4c8b-8a36-86af147f888d,Media migration error,MEDIA-MIGRATE-ERR,SU,SUL,MEDIA-CENTER,Error during migration,true,MEDIA-CENTER,MEDIA-CENTER,,,,,,,,,,,,,,
4952c89e-98ac-4601-a1ec-7dcbe1cfa4b4,Lane Course Reserves,LANE-CRES,SU,MED,LANE,Course Reserves: Request at Lane Information Desk,true,LANE-DESK,LANE-DESK,,,,,,https://lane.stanford.edu/biomed-resources/course-reserves.html,,,true,,,,,
49a36463-54cc-46e0-8321-98621528b1ad,Rumsey Center Stacks Ref,RUM-C-STK-REF,SU,SUL,RUMSEY-MAP,Reference,true,RUMSEY-MAP,RUMSEY-MAP,,,RUMSEY,,,,,,,,,,,
49e1fa0c-af79-435c-854a-30c4f0529d73,Lane Spec: Old Class O - Folio,LANE-SPOO2,SU,MED,LANE,Medical History Center: By appointment only.,true,LANE-DESK,LANE-DESK,,,,,,https://lane.stanford.edu/med-history/contact.html,,,,,,,,
49f4d81d-0b29-4872-963c-078c4924cf92,Lane Spec: Old Class O - Flat,LANE-SPOO3,SU,MED,LANE,Medical History Center: By appointment only.,true,LANE-DESK,LANE-DESK,,,,,,https://lane.stanford.edu/med-history/contact.html,,,,,,,,
4a617cb9-a317-4d6a-9d32-bcdcc5f7ef14,Lane Career Center,LANE-SOMCC,SU,MED,LANE,BioSciences Career Center Collection (Duck Room),true,LANE-DESK,LANE-DESK,,,,,,,,,,,,,,
4a911835-3488-4d26-9293-bdc625c9afce,Green Reserves,GRE-CRES,SU,SUL,GREEN,On reserve: Ask at Green circulation desk,true,GREEN-LOAN,GREEN-LOAN,,https://stanford.stackmap.com/json/,,,,,,,true,,,,,
4c2a27c8-99fc-4cd2-9498-454e299a3d46,Law Shelved Elsewhere,LAW-SEE-OTHER,SU,LAW,LAW,See linked record,true,LAW,LAW,,,,,,,,,,,,,,
4c97036b-29dc-4340-881b-eab30eee9496,SAL Shelved Elsewhere,SAL-SEE-OTHER,SU,SUL,SAL,See linked record to request items bound together,true,SAL,SAL,,,,,,,,,,,,,,
4d0b258a-8668-4259-bc9a-9422ef72706d,SAL3 ND Page to East-Asia,SAL3-ND-PAGE-EA,SU,SUL,SAL3,NDC collection: Request for pickup at East Asia Library,true,SAL3,SAL3,,,,,EAST-ASIA,,EAST-ASIA,Offsite,,,"book,periodical",EAL-SCANREVIEW,,
4d907e7e-2479-43ca-bef5-a29a0f89beb4,Lane Books: Oversize,LANE-OVSZE,SU,MED,LANE,Books: Oversize (Downstairs),true,LANE-DESK,LANE-DESK,,,,,,,,,,,,,,
4e04fb13-3520-44c0-97c1-4960ac717b0b,Classics Shelved Elsewhere,CLA-SEE-OTHER,SU,SUL,CLASSICS,See linked record,true,CLASSICS,CLASSICS,,,,,,,,,,,,,,
4e9821a7-3ded-4428-9dce-9f5462dab0d7,Lane Digital: Access,LANE-EDATA,SU,MED,LANE,Digital: Access,true,LANE-DESK,LANE-DESK,,,,,,,,,,,,,Electronic,
4f3d6301-6175-45c5-9bd2-af728ccaa829,Rumsey Center Stacks XL,RUM-C-STK-XL,SU,SUL,RUMSEY-MAP,Map Center (x-large stacks),true,RUMSEY-MAP,RUMSEY-MAP,,,RUMSEY,,,,,,,,,,,
4fae16fc-d223-4b86-b048-28642c425980,Green HAS New Fiction,GRE-HAS-FICTION,SU,SUL,GREEN,Lane Reading Room: Fiction,true,GREEN-LOAN,GREEN-LOAN,,https://stanford.stackmap.com/json/,,,,,,,,,,,,
51d37aaa-dcb5-46ee-a9f1-9310f1737b55,SUL TS CC Repair,SUL-TS-CC-REPAIR,SU,SUL,SUL,Out for repair,true,SULCC,SULCC,,,,,,,,In_process,,,,,,
51f335e0-7669-4036-9db1-124629231c85,Eng Equipment,ENG-EQUIPMENT,SU,SUL,ENG,Equipment: Ask at circulation desk,true,ENG,ENG,,,,,,,,,,,,,,
521489d5-d17f-4a7a-88ec-8a3d0dbc926e,Lane Books: DCORE,LANE-DCORE,SU,MED,LANE,DCORE (Downstairs),true,LANE-DESK,LANE-DESK,,,,,,https://med.stanford.edu/diversity/d-core.html,,,,,,,,
534d7c0a-d0f4-47f7-aeaf-ff4133203aad,Spec Taube,SPEC-TAUBE,SU,SUL,SPEC-COLL,Taube Collection,true,SPEC,SPEC,,,SPECUA,,,,,,,,,,,
5447624a-5871-4d7a-864a-99eb4b77583c,Marine Bio Serials,MAR-SERIALS,SU,SUL,MARINE-BIO,Serials,true,MARINE-BIO,MARINE-BIO,,,,,,,,,,,,,,
549da344-f397-4b87-9c5b-b42453b8ac22,Rumsey Center Case Large,RUM-C-CASE-LG,SU,SUL,RUMSEY-MAP,Map Center (large case),true,RUMSEY-MAP,RUMSEY-MAP,,,RUMSEY,,,,,,,,,,,
54ac639a-56fa-4602-ad76-74cde2003ca8,Lane Ref: Retired Periodical,LANE-PRREF,SU,MED,LANE,Retired Reference Periodicals (Downstairs),true,LANE-DESK,LANE-DESK,,,,,,,,,,,,,,
5576a35d-465c-407c-8900-ae63f2d1fbf3,SUL Withdrawn,SUL-WITHDRAWN,SU,SUL,SUL,Withdrawn,true,SULTS,SULTS,,,,,,,,,,,,,,
569b2a12-b04e-42ee-b0a8-f4bb03ae2963,Law Career,LAW-CAREER,SU,LAW,LAW,Careers collection: Ask at circulation desk,true,LAW,LAW,,,,,,,,,,,,,,
56aab2ba-1a38-4b7d-a004-87b2f20bc4bf,Education Shadowed,EDU-SHADOW,SU,SUL,EDUCATION,Ask at circulation desk,true,EDUCATION,EDUCATION,,,,,,,,,,,,,,
574c569c-94a5-4904-8f7b-6ffc0d2f55ce,Lane Spec: Per Archives,LANE-PARCH,SU,MED,LANE,Medical History Center: By appointment only.,true,LANE-DESK,LANE-DESK,,,,,,https://lane.stanford.edu/med-history/contact.html,,,,,,,,
589933c3-dc9f-48b1-bb4b-b0805d591a96,SAL EAL Stacks Chinese,SAL-EAL-STKS-C,SU,SUL,SAL,Chinese Collection,true,SAL,SAL,,,,,,,GREEN,Offsite,,,,,,
59eba96c-5184-43cb-a5d4-0785ae2179b4,Art Maintenance Shelf Serials,ART-PROCESSING-SERIALS,SU,SUL,ART,In process,true,ART,ART,,,,,,,,In_process,,,,,,
5a298029-e552-4c32-acfe-3ad6b9d72f91,SAL3 PAGE-EN,SAL3-PAGE-EN,SU,SUL,SAL3,For use in Terman Library,true,SAL3,SAL3,,,,,ENG,,,Offsite,,,,,,
5b238ec5-1019-42f7-b621-304fdf4229a2,Earth Sci Processing - CircLS,EAR-PROCESSING-CIRCLS,SU,SUL,EARTH-SCI,In process,true,EARTH-SCI,EARTH-SCI,,,,,,,,,,,,,,
5b308b0c-5f92-4944-8f82-b7d03caabd13,Art VRC,ART-VRC,SU,SUL,ART,In process,true,ART,ART,,https://stanford.stackmap.com/json/,,,,,,,,,,,,
5bcb078a-cfe6-49c8-994d-699495d8fdee,Law Vrooman 2nd floor,LAW-VROOMAN2,SU,LAW,LAW,"Vrooman collection, 2nd floor",true,LAW,LAW,,,,,,,,,,,,,,
5c463e49-7b95-449b-8378-5cdde558df27,Rumsey W7 Folios,RUM-W7-FOLIO,SU,SUL,RUMSEY-MAP,Map Center (W7 folios),true,RUMSEY-MAP,RUMSEY-MAP,,,RUMSEY,,,,,,,,,,,
5c4e0bc1-9ea5-466c-80ce-7001cfa267a4,Lane Books: Oversize Flat,LANE-FLAT,SU,MED,LANE,Books: Oversize - Flat (Downstairs),true,LANE-DESK,LANE-DESK,,,,,,,,,,,,,,
5c592994-fc71-4cdb-8a1c-60592565fe4b,Green California Docs,GRE-CAL-DOCS,SU,SUL,GREEN,California State Documents,true,GREEN-LOAN,GREEN-LOAN,,https://stanford.stackmap.com/json/,,,,,,,,California,,,,
5c7187f4-d493-43ef-9213-b5e18cc50ae1,Law Withdrawn Digital Substitute,LAW-WD-DIGITAL-SUB,SU,LAW,LAW,Digital substitute,true,LAW,LAW,,,,,,,,,,,,,,
5ceed461-983f-4f59-8614-df4993eaf9c5,HILA Oversized,HILA-OVERSIZED,SU,HOOVER,HILA,Oversized,true,HILA,HILA,,,,,,,,,,,,,,
5d33dee8-0de3-4903-9863-e17cd6f15e0b,SUL TS CC Bindery Prep,SUL-TS-CC-BINDERYPREP,SU,SUL,SUL,At bindery,true,SULCC,SULCC,,,,,,,,In_process,,,,,,
5d3a4aa1-7e33-4a42-9e82-14e4bb5994f5,Eng Stacks,ENG-STACKS,SU,SUL,ENG,Stacks,true,ENG,ENG,,,,,,,,,,,,,,
5d3bf9e2-eb83-46e9-b2d8-3400ea8d1da3,Lane Spec: Portraits (Annex),LANE-PORT,SU,MED,LANE,Medical History Center: By appointment only.,true,LANE-DESK,LANE-DESK,,,,,,https://lane.stanford.edu/med-history/contact.html,,,,,,,,
5dfd0123-e1af-47c7-ba12-f2427169ca79,SAL Withdrawn,SAL-WITHDRAWN,SU,SUL,SAL,Withdrawn,true,SAL,SAL,,,,,,,,,,,,,,
5e1ce885-6546-480d-a320-4c9036279560,Business migration error,BUS-MIGRATE-ERR,SU,SUL,BUSINESS,Error during migration,true,BUS-IDESK,BUS-IDESK,,,,,,,,,,,,,,
5e2613b5-582f-45eb-9c5d-27f12ba14c61,Law Microtext,LAW-MICROTEXT,SU,LAW,LAW,Locked stacks: Microtext,true,LAW,LAW,,,,,,,,,,,,,,
5ecf146b-ce87-42f2-aa63-00d085e82d81,Law Stacks 1st floor,LAW-STACKS1,SU,LAW,LAW,1st floor stacks,true,LAW,LAW,,,,,,,,,,,,,,
5ed399b7-3d1f-4603-9950-e12fa6de4187,Tanner Stacks,TAN-STACKS,SU,SUL,TANNER,Stacks,true,TANNER,TANNER,,,,,,,,,,,,,,
5fa752b7-aa37-4e67-aeec-6638fce3ff4c,Law migration error,LAW-MIGRATE-ERR,SU,LAW,LAW,Error during migration,true,LAW,LAW,,,,,,,,,,,,,,
5ffcbe91-775f-484e-91a2-e5473ff6c915,Lane New Books,LANE-NEWB,SU,MED,LANE,New Books Shelf (Duck Room),true,LANE-DESK,LANE-DESK,,,,,,,,,,,,,,
62544aab-bfc2-4ff1-ac90-7041c7e3e75a,HILA Vault,HILA-VAULT,SU,HOOVER,HILA,Vault,true,HILA,HILA,,,,,,,,,,,,,,
635d2ddc-c7a1-46ce-b46d-336f1384c4dc,Spec U-Archives,SPEC-U-ARCHIVES,SU,SUL,SPEC-COLL,University Archives,true,SPEC,SPEC,,,SPECUA,,,,,,,,,,,
636e28ad-5526-4444-a336-b323d1e21ce2,Lane Per: Compact,LANE-COM,SU,MED,LANE,Periodicals processing area: Request at Information Desk,true,LANE-DESK,LANE-DESK,,,,,,,,,,,,,,
64ab173c-c06a-44b5-bfa3-45b1af158d8e,Law Neukom,LAW-NEUKOM,SU,LAW,LAW,Neukom collection,true,LAW,LAW,,,,,,,,,,,,,,
64bf1182-d489-4eeb-bf13-d6af409345fa,Classics Stacks,CLA-STACKS,SU,SUL,CLASSICS,Stacks,true,CLASSICS,CLASSICS,,,,,,,,,,,,,,
65cbea1d-ac50-4f47-85f5-0ebb8409cb4a,Business SDR,BUS-SDR,SU,GSB,BUSINESS,Stanford Digital Repository,true,BUS-IDESK,BUS-IDESK,,,,,,,,,,,,,,
6634d387-158d-4a8b-8d22-1b470811e91a,Rumsey W7 Conservation,RUM-W7-CONSERV,SU,SUL,RUMSEY-MAP,Map Center (W7 Conservation),true,RUMSEY-MAP,RUMSEY-MAP,,,RUMSEY,,,,,,,,,,,
6647a586-3474-4841-999e-d41e54d78e68,Business Withdrawn Digital Substitute,BUS-WD-DIGITAL-SUB,SU,GSB,BUSINESS,Digital substitute,true,BUS-IDESK,BUS-IDESK,,,,,,,,,,,,,,
667cc555-3123-44f9-a56b-135e4f6ff927,Music Flat,MUS-FLAT,SU,SUL,MUSIC,Flat folios,true,MUSIC,MUSIC,,,,,,,,,,,,,,
669f1eb6-57f8-4643-966e-fb7341b80dfa,Marine Bio Locked Theses,MAR-LOCKED-THESES,SU,SUL,MARINE-BIO,Locked theses: Ask at circulation desk,true,MARINE-BIO,MARINE-BIO,,,,,,,,,,,,,,
689306c3-d0d2-4c28-b332-f554a2458a8e,SAL Turkish,SAL-TURKISH,SU,SUL,SAL,Temporary shelving for Turkish materials,true,SAL,SAL,,,,,,,GREEN,Offsite,,,,,,
6899a22b-aadf-49da-8d36-bb472387855e,Law Locked Stacks,LAW-LOCKED,SU,LAW,LAW,Locked stacks: Ask at circulation desk,true,LAW,LAW,,,,,,,,,,,,,,
68ad9f49-b972-4f28-b847-7732f394c62f,Education Microtext,EDU-MICROTEXT,SU,SUL,EDUCATION,Microtext,true,EDUCATION,EDUCATION,,,,,,,,,,,,,,
692dc27f-4757-44c7-a325-7e7f514bce3b,Green Has Journals,GRE-HAS-JOURNALS,SU,SUL,GREEN,Lane Reading Room: Journals,true,GREEN-LOAN,GREEN-LOAN,,https://stanford.stackmap.com/json/,,,,,,,,,,,,
69ff02b2-362f-40d5-96ac-0f514f15a2e9,Lane Offsite: SAL3,LANE-SAL3,SU,MED,LANE,Stored offsite. Please request print.,true,SAL3,SAL3,,,,,,,,Offsite,,,,,,SAL3
6a0aee81-af95-4240-947f-ec6f930d96d0,Eng Tech Processor,ENG-TECH-PROCESSOR,SU,SUL,ENG,In process,true,ENG,ENG,,,,,,,,In_process,,,,,,
6a21a66a-40e4-434c-bacf-5d39ab0d6882,SAL Newark PAGE-EA,SALN-PAGE-EA,SU,SUL,SAL-NEWARK,For use in East Asia Library,true,SAL-NEWARK,SAL-NEWARK,,,,,,,,Offsite,,,,,,
6a81c846-bc17-400f-94d9-5372b6a39064,SAL Locked Page to East-Asia,SAL-LOCKED-PAGE-EA,SU,SUL,SAL,Request for use in East Asia Library,true,SAL,SAL,,,EASTASIA,,,,,Offsite,,,,,,
6babb3e3-fc13-4762-a03f-d15fdf10c756,Art Locked Stacks Large,ART-LOCKED-LARGE,SU,SUL,ART,Locked stacks (Large),true,ART,ART,,,,ART,ART,,,,,,,,,
6bb4959c-9113-4286-8653-3f331d40c9ee,East Asia Chinese,EAL-CHINESE,SU,SUL,EAST-ASIA,Chinese collection,true,EAST-ASIA,EAST-ASIA,,https://stanford.stackmap.com/json/,,,,,,,,,,,,
6c377b07-a62d-4e85-b552-ee5266a46044,Marine Bio Children-YA,MAR-CHILDRENYA,SU,SUL,MARINE-BIO,Child & Young Adult collection,true,MARINE-BIO,MARINE-BIO,,,,,,,,,,,,,,
6cf378ff-4f72-40e7-afa0-b897c1bdd085,SUL TS Collection Care,SUL-TS-COLLECTIONCARE,SU,SUL,SUL,In process,true,SULCC,SULCC,,,,,,,,In_process,,,,,,
6d0d6a2c-a0b8-4257-96ad-0139fc46a920,Business Reference,BUS-REF,SU,GSB,BUSINESS,Reference,true,BUS-IDESK,BUS-IDESK,,,,,,,,,,,,,,
6de953a4-c00e-49ee-a900-a140f408526a,East Asia Sets,EAL-SETS,SU,SUL,EAST-ASIA,Big Sets,true,EAST-ASIA,EAST-ASIA,,https://stanford.stackmap.com/json/,,,,,,,,,,,,
6e5b0dbb-d3d8-4e8b-ab8b-91fc760e6f5b,East Asia Korean,EAL-KOREAN,SU,SUL,EAST-ASIA,Korean collection,true,EAST-ASIA,EAST-ASIA,,https://stanford.stackmap.com/json/,,,,,,,,,,,,
6fd9b2bc-1e68-4623-abd4-0864b856fd81,Business Exhibit,BUS-EXHIBIT,SU,GSB,BUSINESS,Exhibit case,true,BUS-IDESK,BUS-IDESK,,,,,,,,,,,,,,
7010a71d-5bbd-4e08-b3a0-e2da8d633ccc,Music Shelved Elsewhere,MUS-SEE-OTHER,SU,SUL,MUSIC,See linked record to request items bound together,true,MUSIC,MUSIC,,,,,,,,,,,,,,
